user_id,session_created,total_flights_booked_not_cancelled,total_hotels_booked_not_cancelled,total_trip_cancellation,avg_flight_base_fare_booked,avg_hotel_price_per_room_booked,avg_nights_booked,gender,marital_status,children,home_country,home_airport,rfm_recency_days,rfm_frequency,rfm_monetary,rfm_score,rfm_segment,assigned_perk
u_100024,6,6,6,2,116.15,166.74,1.8,male,False,False,CA,LGA,566,6,282.89,600.29,Engaged,Loyalty Perk
u_100025,45,2,4,0,764.37,253.88,1.9,female,False,True,US,JFK,291,45,1018.25,437.83,Frequent,Flight Discount
u_100026,43,1,2,3,878.55,312.32,6.6,female,True,False,US,ORD,514,43,1190.87,676.09,Frequent,Flight Discount
u_100027,27,3,2,1,725.65,87.83,6.2,male,False,True,US,SFO,993,27,813.48,1101.35,Frequent,Other
u_100028,2,3,3,2,308.45,74.3,5.6,female,False,False,US,ORD,749,2,382.75,789.27,Engaged,Hotel Discount
u_100029,12,4,0,0,569.19,0.0,0.0,female,False,True,US,DFW,737,12,569.19,805.92,Frequent,Loyalty Perk
u_100030,13,4,0,3,81.39,0.0,0.0,female,False,True,AU,ATL,1132,13,81.39,1153.14,Frequent,Loyalty Perk
u_100031,40,5,5,0,670.2,155.11,2.9,male,False,False,US,SFO,866,40,825.31,988.53,Frequent,Loyalty Perk
u_100032,44,2,4,2,412.98,341.8,2.8,female,True,True,AU,MIA,460,44,754.78,579.48,Frequent,Hotel Discount
u_100033,33,7,6,1,620.26,149.33,5.0,female,False,False,DE,ORD,716,33,769.59,825.96,Frequent,Family Perk
u_100034,2,0,1,3,0.0,263.95,5.6,male,False,True,US,LAX,962,2,263.95,990.39,Engaged,Flight Discount
u_100035,10,0,6,0,0.0,322.45,2.3,male,False,False,AU,ORD,1090,10,322.45,1132.24,Frequent,Family Perk
u_100036,43,8,4,2,859.03,362.0,4.7,male,True,False,US,SEA,1063,43,1221.03,1228.1,Frequent,Loyalty Perk
u_100037,16,4,6,3,593.93,146.11,1.5,female,True,False,DE,DFW,615,16,740.04,705.0,Frequent,Family Perk
u_100038,15,6,5,1,659.26,72.48,3.4,female,False,True,US,LAX,1141,15,731.74,1229.17,Frequent,Hotel Discount
u_100039,45,0,6,3,0.0,216.94,6.7,male,True,False,AU,ATL,641,45,216.94,707.69,Frequent,Loyalty Perk
u_100040,28,7,0,3,355.63,0.0,0.0,female,True,False,US,DFW,858,28,355.63,921.56,Frequent,New User Perk
u_100041,37,0,0,3,0.0,0.0,0.0,female,True,True,AU,ATL,307,37,0.0,344.0,Frequent,Loyalty Perk
u_100042,14,7,2,2,704.21,182.69,5.5,male,True,False,AU,SFO,893,14,886.9,995.69,Frequent,Other
u_100043,23,3,5,0,720.61,278.11,5.5,male,False,True,FR,LGA,536,23,998.72,658.87,Frequent,Hotel Discount
u_100044,43,1,4,1,461.33,139.69,3.2,male,True,True,US,SEA,264,43,601.02,367.1,Frequent,Hotel Discount
u_100045,37,6,3,1,142.32,291.72,4.8,male,False,True,US,DFW,238,37,434.04,318.4,Frequent,New User Perk
u_100046,28,5,0,2,90.37,0.0,0.0,female,True,True,GB,BOS,890,28,90.37,927.04,Frequent,Loyalty Perk
u_100047,28,2,5,2,585.05,371.87,5.6,male,False,False,DE,LAX,982,28,956.92,1105.69,Frequent,Other
u_100048,29,3,6,3,547.28,283.87,3.0,female,False,True,US,DFW,1042,29,831.15,1154.11,Frequent,Family Perk
u_100049,22,4,4,2,535.75,230.82,2.1,male,False,True,GB,DFW,524,22,766.57,622.66,Frequent,Other
u_100050,2,1,2,1,411.61,135.16,5.0,female,True,False,DE,SEA,785,2,546.77,841.68,Engaged,Loyalty Perk
u_100051,18,4,2,1,178.94,117.4,1.7,female,False,False,GB,SEA,1127,18,296.34,1174.63,Frequent,Loyalty Perk
u_100052,38,8,4,2,884.02,341.42,2.8,male,True,True,DE,DFW,769,38,1225.44,929.54,Frequent,Other
u_100053,36,4,5,1,603.05,313.48,1.6,male,True,False,US,LGA,55,36,916.53,182.65,Frequent,Flight Discount
u_100054,4,4,6,3,173.55,72.87,4.0,female,False,False,GB,LAX,139,4,246.42,167.64,Engaged,Loyalty Perk
u_100055,27,3,6,3,449.42,204.95,6.2,female,True,True,US,BOS,908,27,654.37,1000.44,Frequent,Flight Discount
u_100056,43,1,1,1,222.53,76.27,1.0,male,True,True,US,DFW,952,43,298.8,1024.88,Frequent,Hotel Discount
u_100057,19,7,0,1,837.61,0.0,0.0,female,False,True,US,DFW,435,19,837.61,537.76,Frequent,Loyalty Perk
u_100058,4,2,6,2,567.94,338.48,6.5,male,True,False,US,JFK,929,4,906.42,1023.64,Engaged,Family Perk
u_100059,32,7,0,0,809.33,0.0,0.0,female,False,False,FR,BOS,690,32,809.33,802.93,Frequent,Flight Discount
u_100060,37,0,6,1,0.0,214.68,4.9,male,True,True,US,DFW,599,37,214.68,657.47,Frequent,Loyalty Perk
u_100061,27,5,2,0,783.34,165.43,5.2,female,False,True,DE,SFO,620,27,948.77,741.88,Frequent,Hotel Discount
u_100062,17,5,0,3,789.23,0.0,0.0,female,True,False,US,SFO,32,17,789.23,127.92,Frequent,Loyalty Perk
u_100063,24,7,5,3,703.19,121.25,4.3,female,False,True,US,BOS,619,24,824.44,725.44,Frequent,Loyalty Perk
u_100064,20,8,0,3,156.43,0.0,0.0,female,True,True,US,LAX,262,20,156.43,297.64,Frequent,Family Perk
u_100065,18,6,6,3,883.8,135.31,4.3,male,True,False,CA,BOS,815,18,1019.11,934.91,Frequent,Loyalty Perk
u_100066,33,4,6,0,311.93,154.49,4.5,male,True,False,AU,SFO,1032,33,466.42,1111.64,Frequent,Hotel Discount
u_100067,35,6,3,2,793.07,393.27,2.4,female,False,False,GB,BOS,814,35,1186.34,967.63,Frequent,Other
u_100068,25,2,3,0,183.52,387.87,3.0,female,True,False,DE,MIA,235,25,571.39,317.14,Frequent,Hotel Discount
u_100069,27,2,0,3,720.85,0.0,0.0,female,True,False,US,LAX,572,27,720.85,671.09,Frequent,Other
u_100070,21,7,6,0,586.32,132.17,5.1,female,True,False,FR,MIA,618,21,718.49,710.85,Frequent,Family Perk
u_100071,11,4,0,0,345.99,0.0,0.0,male,False,True,US,SEA,144,11,345.99,189.6,Frequent,Other
u_100072,27,2,1,1,144.75,354.79,4.7,female,False,True,US,BOS,523,27,499.54,599.95,Frequent,Hotel Discount
u_100073,17,0,6,3,0.0,365.42,5.1,male,True,False,CA,SEA,353,17,365.42,406.54,Frequent,Loyalty Perk
u_100074,20,3,3,3,167.46,183.48,3.2,female,False,False,CA,SEA,635,20,350.94,690.09,Frequent,Flight Discount
u_100075,37,0,4,3,0.0,341.49,6.4,female,True,False,CA,LGA,501,37,341.49,572.15,Frequent,Other
u_100076,41,1,5,0,333.32,204.29,4.5,female,True,True,CA,LAX,299,41,537.61,393.76,Frequent,Loyalty Perk
u_100077,9,8,2,2,760.99,139.94,5.9,female,False,False,US,ORD,1016,9,900.93,1115.09,Engaged,Flight Discount
u_100078,10,3,6,3,873.16,331.61,3.2,female,False,True,DE,JFK,838,10,1204.77,968.48,Frequent,Other
u_100079,25,5,0,1,466.61,0.0,0.0,male,False,False,CA,ATL,1179,25,466.61,1250.66,Frequent,Flight Discount
u_100080,8,2,0,0,329.58,0.0,0.0,male,True,False,CA,MIA,1038,8,329.58,1078.96,Engaged,Hotel Discount
u_100081,43,8,3,1,806.04,279.22,6.0,male,True,False,DE,SFO,865,43,1085.26,1016.53,Frequent,Flight Discount
u_100082,29,3,6,2,161.47,289.99,4.3,female,True,False,US,SEA,764,29,451.46,838.15,Frequent,Other
u_100083,43,3,5,0,121.47,166.73,6.9,female,True,True,DE,JFK,1186,43,288.2,1257.82,Frequent,Flight Discount
u_100084,39,0,2,1,0.0,395.63,4.2,male,True,True,GB,LAX,387,39,395.63,465.56,Frequent,Hotel Discount
u_100085,38,5,0,1,297.6,0.0,0.0,male,True,True,GB,ORD,289,38,297.6,356.76,Frequent,Flight Discount
u_100086,33,1,3,1,855.24,65.18,5.7,male,True,False,DE,SFO,1097,33,920.42,1222.04,Frequent,New User Perk
u_100087,44,1,3,3,140.26,78.28,4.6,male,True,False,AU,MIA,164,44,218.54,229.85,Frequent,Hotel Discount
u_100088,39,6,0,0,779.29,0.0,0.0,female,False,False,DE,BOS,1159,39,779.29,1275.93,Frequent,Flight Discount
u_100089,22,7,3,3,678.28,159.39,2.9,male,False,False,US,MIA,552,22,837.67,657.77,Frequent,Loyalty Perk
u_100090,6,6,0,2,745.65,0.0,0.0,male,False,True,US,JFK,1169,6,745.65,1249.56,Engaged,Family Perk
u_100091,4,4,4,2,368.35,252.27,2.3,female,True,False,GB,MIA,1017,4,620.62,1083.06,Engaged,Flight Discount
u_100092,37,3,6,3,773.03,391.09,5.9,male,False,False,US,DFW,1170,37,1164.12,1323.41,Frequent,Hotel Discount
u_100093,22,5,0,1,793.29,0.0,0.0,female,True,True,CA,DFW,1189,22,793.29,1290.33,Frequent,Flight Discount
u_100094,14,6,3,3,359.53,179.52,5.3,male,True,True,US,BOS,1192,14,539.05,1259.9,Frequent,Loyalty Perk
u_100095,18,7,5,3,478.24,204.72,2.6,male,True,True,US,JFK,1079,18,682.96,1165.3,Frequent,Loyalty Perk
u_100096,43,4,0,1,404.12,0.0,0.0,female,True,False,DE,BOS,142,43,404.12,225.41,Frequent,Flight Discount
u_100097,21,1,0,3,692.55,0.0,0.0,female,True,True,CA,DFW,389,21,692.55,479.25,Frequent,Flight Discount
u_100098,28,0,3,0,0.0,351.74,4.5,male,False,True,AU,LGA,858,28,351.74,921.17,Frequent,Flight Discount
u_100099,21,2,6,3,762.26,371.92,1.5,female,False,True,AU,LGA,246,21,1134.18,380.42,Frequent,Loyalty Perk
u_100100,15,5,6,1,142.63,271.63,4.2,female,True,False,CA,SFO,427,15,414.26,483.43,Frequent,Hotel Discount
u_100101,10,4,1,1,573.97,316.08,4.9,female,False,True,US,JFK,392,10,890.05,491.0,Frequent,Other
u_100102,10,7,0,3,442.61,0.0,0.0,female,False,False,GB,SFO,650,10,442.61,704.26,Frequent,Other
u_100103,29,0,0,2,0.0,0.0,0.0,male,False,True,CA,SEA,617,29,0.0,646.0,Frequent,New User Perk
u_100104,29,3,2,3,491.12,385.2,3.7,male,False,False,FR,LGA,733,29,876.32,849.63,Frequent,Flight Discount
u_100105,29,8,4,1,378.4,371.28,3.3,male,True,True,US,SEA,722,29,749.68,825.97,Frequent,Other
u_100106,36,6,2,2,673.46,279.8,6.4,male,False,True,GB,JFK,337,36,953.26,468.33,Frequent,Loyalty Perk
u_100107,39,1,2,3,607.66,164.97,1.8,male,False,False,AU,LAX,1108,39,772.63,1224.26,Frequent,Family Perk
u_100108,12,3,2,3,237.44,399.99,1.9,female,False,True,GB,DFW,635,12,637.43,710.74,Frequent,Flight Discount
u_100109,25,2,1,1,761.7,319.88,5.9,male,True,False,US,ATL,369,25,1081.58,502.16,Frequent,Other
u_100110,40,4,6,3,271.88,133.71,6.8,male,False,False,US,SEA,990,40,405.59,1070.56,Frequent,Loyalty Perk
u_100111,25,8,4,3,872.34,335.91,5.8,male,False,False,DE,DFW,313,25,1208.25,458.83,Frequent,Other
u_100112,34,1,2,0,705.76,145.48,6.4,male,False,False,FR,JFK,331,34,851.24,450.12,Frequent,Other
u_100113,27,0,3,2,0.0,132.52,7.0,male,True,False,GB,LGA,797,27,132.52,837.25,Frequent,Other
u_100114,3,4,6,3,650.78,98.58,5.2,female,True,False,US,LAX,948,3,749.36,1025.94,Engaged,Hotel Discount
u_100115,36,8,3,0,716.46,133.17,1.7,male,True,False,US,LAX,518,36,849.63,638.96,Frequent,Loyalty Perk
u_100116,35,0,5,1,0.0,301.49,2.7,female,True,True,DE,ATL,33,35,301.49,98.15,Frequent,Family Perk
u_100117,24,1,4,0,400.17,214.55,4.8,male,False,True,US,BOS,794,24,614.72,879.47,Frequent,Loyalty Perk
u_100118,43,1,6,2,189.4,173.3,3.0,male,False,True,GB,ORD,388,43,362.7,467.27,Frequent,Hotel Discount
u_100119,30,0,2,1,0.0,65.33,2.2,female,False,True,US,JFK,115,30,65.33,151.53,Frequent,Other
u_100120,42,3,2,2,786.95,66.73,4.9,female,False,False,CA,LGA,589,42,853.68,716.37,Frequent,Hotel Discount
u_100121,22,2,3,3,381.22,329.05,2.6,female,False,False,DE,MIA,199,22,710.27,292.03,Frequent,Flight Discount
u_100122,21,1,0,2,621.95,0.0,0.0,male,False,True,FR,DFW,657,21,621.95,740.2,Frequent,Loyalty Perk
u_100123,3,5,4,3,305.14,393.01,6.7,female,True,False,GB,SEA,183,3,698.15,255.81,Engaged,Family Perk
u_100124,39,7,0,1,135.13,0.0,0.0,female,False,True,US,LAX,780,39,135.13,832.51,Frequent,Loyalty Perk
u_100125,29,1,4,1,514.16,189.31,4.9,male,True,False,GB,SFO,541,29,703.47,640.35,Frequent,Family Perk
u_100126,36,1,2,2,657.31,125.1,4.7,male,True,False,FR,MIA,1035,36,782.41,1149.24,Frequent,Other
u_100127,6,5,5,2,661.82,242.5,2.7,male,True,False,US,SEA,644,6,904.32,740.43,Engaged,Hotel Discount
u_100128,9,3,6,3,101.55,243.91,3.2,male,False,True,US,ORD,1159,9,345.46,1202.55,Engaged,Other
u_100129,34,6,6,3,755.14,75.81,6.8,male,True,False,AU,SEA,181,34,830.95,298.09,Frequent,Flight Discount
u_100130,33,0,6,0,0.0,231.34,2.8,female,True,True,US,MIA,361,33,231.34,417.13,Frequent,Family Perk
u_100131,13,8,2,1,592.52,265.05,1.6,male,False,False,US,DFW,375,13,857.57,473.76,Frequent,Hotel Discount
u_100132,6,0,5,2,0.0,277.9,5.6,male,True,False,US,LGA,883,6,277.9,916.79,Engaged,Loyalty Perk
u_100133,16,6,2,3,139.84,70.97,3.6,male,False,False,CA,SEA,1021,16,210.81,1058.08,Frequent,Loyalty Perk
u_100134,26,2,6,2,502.28,87.16,2.5,female,True,False,GB,SFO,280,26,589.44,364.94,Frequent,Loyalty Perk
u_100135,25,6,1,1,747.05,376.81,5.3,male,True,True,US,DFW,418,25,1123.86,555.39,Frequent,Hotel Discount
u_100136,2,1,3,3,872.68,125.3,3.1,female,False,False,CA,SEA,133,2,997.98,234.8,Engaged,New User Perk
u_100137,9,4,5,2,706.36,178.08,3.4,female,False,True,US,MIA,1197,9,884.44,1294.44,Engaged,Hotel Discount
u_100138,29,8,2,0,185.5,83.84,3.2,female,False,True,AU,BOS,724,29,269.34,779.93,Frequent,Loyalty Perk
u_100139,33,0,0,0,0.0,0.0,0.0,female,True,True,FR,MIA,310,33,0.0,343.0,Frequent,Loyalty Perk
u_100140,21,5,1,3,892.3,308.76,2.8,female,False,True,FR,LAX,718,21,1201.06,859.11,Frequent,Loyalty Perk
u_100141,22,1,3,2,733.34,303.86,5.1,female,False,False,US,SFO,84,22,1037.2,209.72,Frequent,Loyalty Perk
u_100142,34,6,1,1,105.89,381.87,1.7,female,True,True,DE,LAX,68,34,487.76,150.78,Frequent,Loyalty Perk
u_100143,33,7,6,0,658.74,231.54,4.4,female,True,False,US,MIA,1009,33,890.28,1131.03,Frequent,Family Perk
u_100144,35,5,5,2,580.26,117.29,2.5,female,True,False,FR,SFO,1172,35,697.55,1276.75,Frequent,Loyalty Perk
u_100145,31,5,4,2,315.99,250.72,4.3,female,False,True,DE,SFO,838,31,566.71,925.67,Frequent,Hotel Discount
u_100146,23,7,5,2,692.82,124.9,6.0,male,False,True,CA,JFK,585,23,817.72,689.77,Frequent,Other
u_100147,4,8,1,1,123.04,194.66,5.3,female,True,True,US,ORD,235,4,317.7,270.77,Engaged,Other
u_100148,31,3,6,2,343.36,276.06,6.4,male,True,True,AU,SEA,213,31,619.42,305.94,Frequent,Loyalty Perk
u_100149,3,6,6,3,232.78,312.15,6.2,male,True,True,AU,LAX,622,3,544.93,679.49,Engaged,Loyalty Perk
u_100150,30,8,4,3,809.19,96.97,4.0,male,False,True,GB,DFW,588,30,906.16,708.62,Frequent,Other
u_100151,12,0,5,2,0.0,326.77,4.4,male,False,True,DE,DFW,425,12,326.77,469.68,Frequent,Hotel Discount
u_100152,43,1,1,1,471.51,377.54,1.0,female,False,False,US,MIA,815,43,849.05,942.91,Frequent,Flight Discount
u_100153,42,5,5,1,130.94,91.38,2.8,female,False,False,US,DFW,860,42,222.32,924.23,Frequent,Hotel Discount
u_100154,15,3,1,3,205.61,311.71,4.6,female,True,False,GB,ATL,881,15,517.32,947.73,Frequent,Loyalty Perk
u_100155,29,8,5,2,144.04,247.46,1.4,female,True,True,US,BOS,1151,29,391.5,1219.15,Frequent,Loyalty Perk
u_100156,29,1,5,1,667.87,221.09,6.4,male,True,True,GB,BOS,942,29,888.96,1059.9,Frequent,Other
u_100157,4,8,3,2,673.09,188.58,5.9,female,True,False,DE,ATL,476,4,861.67,566.17,Engaged,New User Perk
u_100158,4,1,3,0,315.41,112.99,1.8,male,False,False,US,BOS,890,4,428.4,936.84,Engaged,Loyalty Perk
u_100159,44,8,1,2,177.28,397.5,3.4,female,False,False,AU,JFK,290,44,574.78,391.48,Frequent,Family Perk
u_100160,44,8,3,3,755.16,136.63,3.1,male,True,True,CA,SEA,594,44,891.79,727.18,Frequent,Loyalty Perk
u_100161,14,1,0,0,446.08,0.0,0.0,male,True,False,US,ORD,129,14,446.08,187.61,Frequent,Hotel Discount
u_100162,14,0,1,2,0.0,131.96,6.5,male,False,False,US,BOS,683,14,131.96,710.2,Frequent,Hotel Discount
u_100163,15,6,2,2,129.99,381.98,6.3,female,True,False,US,BOS,388,15,511.97,454.2,Frequent,Loyalty Perk
u_100164,34,5,5,3,414.77,154.96,2.1,female,False,True,GB,MIA,1131,34,569.73,1221.97,Frequent,Loyalty Perk
u_100165,36,6,3,1,398.5,139.25,3.0,male,False,True,DE,LGA,191,36,537.75,280.77,Frequent,Loyalty Perk
u_100166,25,0,6,0,0.0,115.86,5.6,female,True,True,US,DFW,1174,25,115.86,1210.59,Frequent,Other
u_100167,13,1,5,3,829.84,293.47,5.2,male,False,False,US,ORD,842,13,1123.31,967.33,Frequent,Hotel Discount
u_100168,42,5,2,2,374.91,358.98,3.8,female,False,False,DE,BOS,991,42,733.89,1106.39,Frequent,Other
u_100169,3,3,5,1,93.3,243.66,4.5,female,True,False,GB,MIA,885,3,336.96,921.7,Engaged,New User Perk
u_100170,16,7,4,2,291.01,337.56,6.8,male,False,True,AU,ATL,1034,16,628.57,1112.86,Frequent,Hotel Discount
u_100171,12,8,5,0,509.63,343.67,1.4,female,True,True,FR,SEA,129,12,853.3,226.33,Frequent,Loyalty Perk
u_100172,1,3,4,3,386.02,266.24,5.0,female,True,True,US,LAX,1019,1,652.26,1085.23,Engaged,New User Perk
u_100173,34,4,4,2,94.06,334.61,5.0,male,True,False,US,LGA,397,34,428.67,473.87,Frequent,Loyalty Perk
u_100174,34,4,6,2,299.21,188.91,3.2,male,True,True,US,ATL,861,34,488.12,943.81,Frequent,Flight Discount
u_100175,6,6,3,3,533.22,69.64,1.1,male,True,False,US,LGA,380,6,602.86,446.29,Engaged,Loyalty Perk
u_100176,15,3,6,3,302.3,373.46,5.1,female,False,True,FR,LGA,604,15,675.76,686.58,Frequent,Flight Discount
u_100177,38,2,6,3,841.68,154.75,4.4,male,True,False,US,ORD,1190,38,996.43,1327.64,Frequent,Other
u_100178,33,5,0,0,438.41,0.0,0.0,female,False,False,US,JFK,185,33,438.41,261.84,Frequent,Other
u_100179,32,3,2,3,434.12,287.89,5.0,female,False,True,CA,SEA,205,32,722.01,309.2,Frequent,Family Perk
u_100180,10,6,5,1,686.52,160.84,1.6,female,True,True,US,DFW,40,10,847.36,134.74,Frequent,New User Perk
u_100181,6,2,3,3,536.73,229.35,1.6,female,False,False,US,LAX,213,6,766.08,295.61,Engaged,Other
u_100182,27,6,6,0,674.37,245.84,7.0,male,False,False,US,DFW,527,27,920.21,646.02,Frequent,Family Perk
u_100183,20,4,3,1,131.88,202.14,3.5,male,False,True,US,DFW,1021,20,334.02,1074.4,Frequent,Loyalty Perk
u_100184,40,3,3,0,191.1,52.37,3.4,female,False,True,DE,ATL,808,40,243.47,872.35,Frequent,New User Perk
u_100185,9,4,2,1,472.79,112.17,3.4,female,False,False,AU,ATL,683,9,584.96,750.5,Engaged,New User Perk
u_100186,26,5,0,1,565.63,0.0,0.0,female,True,False,AU,DFW,1147,26,565.63,1229.56,Frequent,Hotel Discount
u_100187,45,1,6,3,631.84,98.71,2.8,male,False,True,DE,DFW,547,45,730.55,665.05,Frequent,Flight Discount
u_100188,31,6,4,3,525.79,326.75,3.2,female,False,True,DE,ATL,1129,31,852.54,1245.25,Frequent,Loyalty Perk
u_100189,42,0,4,3,0.0,388.38,3.0,male,True,True,GB,LAX,911,42,388.38,991.84,Frequent,Loyalty Perk
u_100190,36,3,3,2,400.73,320.32,4.5,male,False,True,FR,BOS,1054,36,721.05,1162.1,Frequent,Flight Discount
u_100191,6,1,6,1,365.63,170.07,5.7,male,False,True,CA,MIA,1097,6,535.7,1156.57,Engaged,Flight Discount
u_100192,5,4,0,0,98.52,0.0,0.0,female,True,False,DE,SFO,732,5,98.52,746.85,Other,Loyalty Perk
u_100193,22,8,3,3,270.12,191.77,2.1,male,True,True,FR,LAX,915,22,461.89,983.19,Frequent,Loyalty Perk
u_100194,14,3,2,0,553.43,329.83,4.2,male,False,False,AU,LGA,779,14,883.26,881.33,Frequent,Family Perk
u_100195,41,5,4,3,581.27,255.45,3.1,female,True,False,DE,BOS,967,41,836.72,1091.67,Frequent,Hotel Discount
u_100196,16,4,0,1,386.11,0.0,0.0,female,True,True,GB,JFK,319,16,386.11,373.61,Frequent,Loyalty Perk
u_100197,32,8,5,1,535.03,221.37,1.8,female,True,False,AU,LAX,674,32,756.4,781.64,Frequent,Loyalty Perk
u_100198,13,6,4,3,415.49,222.1,5.3,male,False,True,DE,LAX,939,13,637.59,1015.76,Frequent,Other
u_100199,18,3,4,2,217.93,210.06,5.5,male,True,True,CA,LGA,1044,18,427.99,1104.8,Frequent,Loyalty Perk
u_100200,35,0,6,3,0.0,241.22,6.9,male,True,False,FR,SFO,239,35,241.22,298.12,Frequent,Loyalty Perk
u_100201,23,1,3,0,716.02,132.93,5.9,male,False,True,DE,DFW,748,23,848.95,855.9,Frequent,New User Perk
u_100202,4,5,4,2,569.42,108.93,6.9,female,True,True,US,ORD,629,4,678.35,700.84,Engaged,Other
u_100203,18,2,5,1,284.74,298.99,6.0,female,True,True,AU,LGA,834,18,583.73,910.37,Frequent,Hotel Discount
u_100204,41,1,3,2,649.66,357.06,3.7,female,False,False,DE,JFK,1029,41,1006.72,1170.67,Frequent,Loyalty Perk
u_100205,35,6,1,3,756.38,223.15,2.9,male,True,False,GB,JFK,610,35,979.53,742.95,Frequent,Hotel Discount
u_100206,7,7,0,0,842.13,0.0,0.0,male,False,False,US,LGA,353,7,842.13,444.21,Engaged,Family Perk
u_100207,11,4,0,2,285.32,0.0,0.0,male,False,True,US,DFW,791,11,285.32,830.53,Frequent,Family Perk
u_100208,28,1,5,0,80.89,216.88,1.8,male,True,False,CA,ORD,493,28,297.77,550.78,Frequent,Loyalty Perk
u_100209,28,2,3,0,267.74,81.27,5.8,female,True,True,GB,JFK,241,28,349.01,303.9,Frequent,Loyalty Perk
u_100210,5,8,4,0,580.46,107.44,3.1,female,True,False,US,LAX,466,5,687.9,539.79,Engaged,Hotel Discount
u_100211,7,2,6,0,563.45,184.41,6.8,male,False,False,US,JFK,674,7,747.86,755.79,Engaged,Loyalty Perk
u_100212,39,4,6,0,775.27,280.44,2.8,male,False,True,US,BOS,1090,39,1055.71,1234.57,Frequent,New User Perk
u_100213,32,6,0,1,489.66,0.0,0.0,male,False,False,US,ORD,175,32,489.66,255.97,Frequent,Loyalty Perk
u_100214,37,6,2,1,705.44,384.06,5.6,male,False,False,US,MIA,64,37,1089.5,209.95,Frequent,Loyalty Perk
u_100215,26,8,2,3,427.33,190.8,4.8,male,False,True,US,LGA,1131,26,618.13,1218.81,Frequent,Loyalty Perk
u_100216,14,2,4,2,400.4,272.0,6.0,female,True,False,US,BOS,165,14,672.4,246.24,Frequent,Loyalty Perk
u_100217,28,1,3,0,333.62,309.59,5.4,female,True,True,US,JFK,274,28,643.21,366.32,Frequent,Hotel Discount
u_100218,34,8,6,2,216.91,94.43,5.7,male,True,True,DE,SFO,580,34,311.34,645.13,Frequent,Flight Discount
u_100219,34,1,2,0,486.84,228.77,1.3,male,True,False,AU,DFW,1190,34,715.61,1295.56,Frequent,New User Perk
u_100220,33,0,0,0,0.0,0.0,0.0,male,False,True,US,ORD,530,33,0.0,563.0,Frequent,Flight Discount
